Day,Temperature,Humidity,Wind_Speed,Building_Type,Employee_Count,Holiday,Energy_Consumption
56,4.65,87.48,32.1,1,347,0,252.28
18,30.48,70.09,28.25,0,0,0,145.94
362,11.88,20.25,26.84,2,356,1,313.89
77,18.03,16.19,12.65,1,74,1,159.53
260,3.34,87.02,49.9,0,0,0,89.37
121,-6.67,67.39,35.44,0,0,0,58.31
184,-1.77,82.53,6.56,2,647,0,412.48
48,25.66,44.62,14.42,2,940,0,500.25
147,3.83,45.28,49.73,0,0,0,53.61
282,-3.68,10.18,26.44,2,115,0,256.34
364,22.1,89.25,32.64,1,506,0,327.35
294,13.9,70.87,37.35,0,0,0,107.52
80,-8.84,35.89,30.79,2,503,0,343.6
236,39.54,50.44,12.38,0,0,0,139.95
229,9.11,33.65,28.28,0,0,0,84.12
284,22.76,16.88,31.19,2,863,0,485.56
61,39.18,56.78,28.64,2,177,1,347.2
220,21.73,54.14,9.64,1,44,0,210.17
345,5.58,49.51,27.9,2,734,0,420.73
89,14.42,89.96,37.92,2,224,0,353.36
264,-4.86,82.22,20.28,2,928,0,463.59
228,-1.54,59.84,41.88,2,499,0,384.66
103,5.58,35.06,48.41,1,572,0,288.89
88,-5.76,21.76,15.98,1,953,1,286.21
23,-4.32,77.55,20.1,2,689,0,403.35
293,31.98,22.6,25.46,2,61,0,335.77
267,2.48,14.69,28.46,2,806,0,399.05
17,6.13,67.05,33.99,1,589,0,308.46
285,-1.32,30.26,33.87,2,242,0,301.74
313,10.21,81.88,21.94,2,437,0,407.64
162,24.89,81.21,38.48,1,677,0,352.87
78,37.27,55.86,6.42,0,0,0,153.97
122,16.94,69.15,10.42,1,4,0,209.09
112,5.01,19.46,25.03,1,714,0,312.31
239,15.49,58.77,1.94,0,0,0,109.31
210,-3.62,50.02,34.04,0,0,0,53.5
349,23.86,30.18,47.92,2,617,0,407.42
2,6.42,81.66,21.73,2,484,0,398.06
203,37.24,80.01,2.13,1,89,0,269.41
287,22.93,75.53,35.56,2,574,0,434.19
117,13.81,79.86,22.62,2,279,0,367.99
300,1.53,84.62,21.5,0,0,0,103.56
346,-5.4,54.71,37.1,0,0,0,52.2
114,-0.59,51.45,14.51,1,129,0,198.44
74,18.5,85.62,6.91,2,950,0,523.17
241,15.98,81.46,27.42,0,0,0,132.59
302,-9.53,57.0,11.04,0,0,0,52.38
54,27.2,20.37,4.62,2,660,0,446.12
159,-7.99,70.76,26.0,2,431,0,335.69
109,-6.1,23.9,21.54,0,0,0,37.18
280,25.59,78.56,22.63,1,325,0,306.19
153,22.31,65.88,1.06,2,601,0,461.39
163,0.77,53.17,34.68,2,642,1,349.92
57,23.14,86.15,35.01,2,632,1,408.71
328,-9.05,63.3,31.6,0,0,0,65.15
325,3.9,28.37,47.28,0,0,0,78.26
214,27.98,31.35,10.36,0,0,0,97.86
28,13.74,23.93,6.17,2,21,0,285.85
204,32.78,80.89,5.61,2,727,0,496.57
33,-2.82,32.72,33.79,2,854,0,426.16
309,33.13,86.38,47.43,2,461,0,431.78
122,14.31,46.54,30.17,0,0,1,43.83
16,-4.93,79.05,24.08,1,959,0,357.33
154,-7.67,45.34,49.57,1,433,0,217.8
343,-9.94,86.62,21.43,2,458,0,389.39
218,21.85,72.96,29.32,0,0,0,129.21
105,1.1,84.97,26.1,1,163,0,230.73
77,-2.7,76.08,24.59,0,0,0,75.03
87,20.07,63.62,28.38,0,0,0,103.44
31,10.46,81.65,48.06,2,941,0,491.05
100,12.48,17.96,12.41,2,269,0,327.81
155,-3.3,43.8,24.97,1,971,1,317.67
292,2.66,46.08,42.96,0,0,0,64.72
315,-5.05,78.44,11.54,0,0,0,63.05
106,6.75,53.72,40.06,2,843,0,452.4
230,5.43,52.42,11.8,0,0,1,28.1
3,28.88,32.44,1.17,2,253,1,326.14
222,39.34,53.66,4.21,1,660,0,394.22
121,39.96,83.0,27.7,1,166,0,308.1
160,9.3,73.4,1.9,1,165,0,241.97
271,29.65,69.44,15.8,0,0,0,162.66
331,3.96,65.4,36.81,0,0,0,64.21
194,-2.85,42.54,33.8,1,281,0,210.57
218,22.0,73.76,23.5,0,0,0,140.2
191,13.84,35.65,44.39,2,866,0,444.56
252,19.68,77.36,23.9,2,32,0,332.44
226,8.31,87.07,5.44,2,203,0,345.5
1,5.1,36.14,14.11,0,0,0,73.01
133,36.39,68.42,49.56,2,833,0,508.58
90,34.18,81.03,45.12,2,378,0,432.71
6,-3.81,52.61,49.79,1,131,0,180.3
244,22.62,73.21,28.05,1,547,0,317.42
133,7.89,58.47,11.75,0,0,1,41.26
116,18.38,79.06,2.07,1,833,0,384.52
73,0.36,80.53,13.69,2,299,0,348.4
156,26.18,61.71,49.02,2,471,0,419.07
211,5.49,30.67,13.9,2,493,0,357.66
69,24.43,59.0,47.32,1,751,0,373.99
300,-2.84,33.5,20.73,2,873,0,428.2
144,-3.32,11.76,47.97,1,353,1,142.78
199,7.38,89.39,1.51,2,24,0,314.67
206,39.86,45.41,38.45,1,755,0,398.5
201,33.05,46.81,41.3,1,757,0,367.11
239,21.04,53.82,11.37,1,851,1,338.8
68,5.44,70.53,16.59,1,113,0,198.61
171,-1.8,70.59,43.41,2,41,0,275.48
297,27.2,54.24,41.89,1,440,1,268.43
70,0.21,75.04,4.9,2,265,0,333.83
287,10.57,26.96,36.7,2,504,0,394.27
17,16.46,77.91,13.68,0,0,0,135.38
137,-5.37,19.46,25.81,0,0,0,31.5
219,28.97,62.48,43.76,0,0,0,131.45
311,37.06,10.78,26.17,1,409,0,299.66
6,-2.67,89.1,26.15,2,164,0,312.99
198,33.38,61.55,34.24,1,960,0,409.42
132,14.24,83.49,46.94,1,171,1,195.5
363,-3.21,55.27,19.32,2,144,0,301.89
344,20.39,89.57,14.38,1,532,0,342.44
184,36.51,52.96,44.57,1,248,0,305.45
18,37.87,43.57,11.01,1,510,0,336.26
213,25.99,70.53,31.21,2,949,0,517.84
48,14.68,18.34,24.26,0,0,0,73.04
29,-0.67,30.83,10.67,2,69,0,267.14
153,20.0,55.04,19.79,2,129,0,343.11
332,20.67,42.4,16.11,2,717,0,457.62
238,-4.45,49.17,46.25,0,0,1,10.0
319,2.69,78.29,24.12,0,0,0,95.38
265,5.37,25.69,36.7,1,194,0,199.12
199,32.98,18.96,26.77,1,505,0,306.58
14,19.17,47.43,17.89,1,51,0,220.31
276,2.2,27.48,23.27,1,725,0,308.91
10,5.5,11.46,29.51,2,536,0,358.38
139,-2.71,67.28,43.36,2,633,0,386.81
167,-7.79,44.29,31.64,2,559,0,358.25
147,15.49,67.27,25.22,1,727,0,343.99
245,-8.41,26.46,0.38,0,0,0,40.94
70,39.6,34.21,16.75,0,0,0,149.3
328,28.62,62.21,33.05,2,922,0,503.62
321,28.89,63.8,10.26,2,936,0,518.24
104,27.73,69.84,44.16,2,436,0,420.09
229,22.06,18.33,43.16,1,652,0,321.27
316,-6.5,75.89,34.45,1,205,0,188.25
138,12.8,57.11,37.59,2,162,0,321.53
319,3.95,19.57,38.41,0,0,0,60.17
36,4.91,45.09,19.22,0,0,0,87.88
118,8.54,40.28,38.26,0,0,0,58.64
255,6.03,23.69,0.48,1,830,0,332.99
313,23.11,79.69,48.27,0,0,1,57.89
335,-9.63,54.38,32.82,0,0,0,59.12
20,8.31,46.61,10.93,2,63,1,234.5
298,37.22,23.59,9.76,1,390,0,290.6
21,2.89,58.43,49.05,2,677,0,405.46
256,21.07,19.82,29.49,2,364,0,381.27
248,18.02,52.27,4.31,0,0,0,97.05
166,14.46,35.37,23.2,2,896,0,453.16
349,-3.89,56.25,16.81,0,0,0,78.21
255,31.79,64.46,3.85,1,721,0,379.48
78,18.36,85.78,19.57,0,0,0,118.47
280,16.93,58.94,23.57,0,0,0,108.44
282,37.46,37.04,40.82,1,664,0,358.92
365,-5.86,77.03,9.32,2,406,0,353.9
34,14.58,64.44,28.99,1,733,0,368.56
99,25.3,43.4,33.86,0,0,0,120.01
143,29.86,14.43,48.5,0,0,0,110.91
55,-9.96,75.64,36.62,2,385,0,331.04
3,24.11,68.63,27.83,2,559,0,445.73
332,37.79,47.17,0.38,0,0,1,115.26
219,26.51,55.15,11.4,0,0,0,154.1
211,10.95,71.9,9.34,2,539,0,418.62
305,33.8,47.85,6.31,0,0,0,130.75
149,33.93,62.1,31.03,1,805,0,389.63
232,24.41,48.37,17.94,1,887,0,406.06
88,23.3,59.95,34.32,0,0,1,81.21
211,7.22,50.84,42.84,2,286,0,330.98
223,2.13,31.09,39.13,1,964,1,294.71
296,21.49,60.39,1.01,2,621,0,439.73
148,-9.61,48.18,45.67,1,169,0,166.61
207,32.15,31.61,39.59,0,0,0,119.73
360,35.13,79.62,44.23,1,191,0,288.9
227,-1.8,38.06,29.6,0,0,0,48.79
360,18.63,35.16,15.28,1,956,1,339.41
184,-1.09,13.96,17.42,2,748,0,412.05
41,14.73,21.27,49.22,0,0,0,63.44
182,21.92,42.86,20.91,2,952,0,510.87
44,9.53,55.54,34.98,1,122,0,217.82
210,34.74,15.45,36.96,2,158,0,342.27
337,34.56,57.57,25.76,2,323,0,407.63
250,16.54,55.9,41.44,1,285,1,195.25
84,19.02,14.11,27.78,1,149,0,205.49
139,-9.86,62.59,40.87,1,410,1,176.08
231,6.9,72.44,19.43,1,503,0,284.66
12,28.04,66.75,1.23,2,280,1,333.68
273,39.7,36.19,8.4,0,0,1,96.1
90,37.26,14.05,4.75,0,0,1,83.39
25,-5.27,55.65,41.8,0,0,0,43.35
26,10.86,64.51,42.66,0,0,0,96.78
153,-7.27,78.3,25.42,1,19,0,165.19
60,31.87,12.65,30.86,0,0,0,103.58
60,26.5,32.85,32.48,2,989,0,506.29
283,36.09,10.87,3.45,0,0,0,107.32
171,15.09,42.48,32.84,2,545,0,407.62
76,-4.84,28.85,7.31,2,660,0,377.77
276,19.2,15.93,44.72,1,392,1,191.68
208,33.36,70.62,0.53,0,0,0,167.93
155,-7.5,61.68,11.97,2,966,0,465.13
180,30.74,43.97,46.3,1,454,1,250.44
82,21.18,23.16,34.5,0,0,0,95.66
10,-3.39,53.96,9.52,1,422,0,246.25
243,22.96,28.16,20.38,0,0,0,83.46
178,-6.9,27.11,12.72,1,354,0,220.58
286,-1.28,47.47,7.52,0,0,0,58.8
257,-7.08,29.03,27.19,2,879,0,418.66
310,19.22,53.14,45.15,1,118,0,212.11
4,4.39,13.07,31.96,0,0,1,14.6
215,4.42,30.01,24.08,1,468,1,201.71
30,22.32,65.76,41.81,1,603,0,331.05
346,-4.5,23.17,45.45,2,255,0,294.31
65,21.66,59.76,26.42,2,528,1,376.84
124,24.89,11.66,49.88,1,129,0,225.51
285,32.87,62.0,6.14,0,0,0,147.81
153,23.57,62.48,49.38,0,0,0,107.21
40,22.67,33.0,31.85,1,981,0,405.51
26,22.83,67.9,22.35,1,309,0,284.57
273,-7.94,24.88,5.12,0,0,1,10.0
159,12.09,41.72,15.37,2,698,1,381.17
189,17.56,82.48,48.22,2,109,0,307.14
264,23.25,71.92,9.29,0,0,0,125.77
69,4.56,78.15,6.12,2,163,0,346.09
1,23.9,40.33,14.27,1,684,0,352.67
79,9.79,88.19,3.54,0,0,1,58.78
228,25.77,62.57,3.06,2,381,0,413.57
327,-0.75,10.13,35.04,0,0,0,52.83
46,5.23,15.89,49.75,2,340,0,331.09
108,37.48,65.83,44.32,1,653,0,379.25
355,27.9,85.66,29.82,1,728,0,390.41
124,34.93,69.45,9.74,2,957,0,552.2
148,0.01,51.69,18.53,0,0,0,58.8
252,37.14,26.01,0.82,2,617,0,471.93
2,27.21,74.15,1.66,1,866,1,377.15
222,19.53,55.91,20.71,1,31,0,220.98
189,-9.36,23.45,4.18,1,48,0,157.72
71,-7.4,27.42,33.07,1,534,0,250.82
359,28.62,40.89,2.73,0,0,0,128.45
333,23.45,38.54,15.59,0,0,0,102.0
97,0.68,42.51,30.61,1,162,0,203.11
232,12.06,41.55,41.49,0,0,0,65.55
30,22.8,74.05,18.81,2,734,0,471.03
30,-9.24,28.32,0.72,0,0,0,42.85
215,23.86,28.79,30.87,2,319,0,373.73
173,10.08,14.14,23.3,0,0,1,27.95
280,-5.26,71.36,31.93,0,0,0,69.15
211,-1.82,54.66,36.41,0,0,0,68.57
317,11.33,35.51,46.99,1,20,0,171.5
125,21.32,53.58,2.65,0,0,0,120.79
80,7.22,70.09,20.76,0,0,1,46.11
184,-4.5,51.93,44.75,2,762,0,407.11
15,31.32,57.53,37.07,0,0,0,117.8
11,15.01,24.29,25.12,0,0,1,23.14
342,4.15,87.84,30.49,1,674,0,338.33
89,24.17,78.81,32.22,0,0,1,78.54
3,6.81,33.85,22.41,0,0,1,45.54
24,8.09,15.35,49.47,2,867,0,441.46
89,3.88,51.58,38.06,1,867,1,278.83
9,8.05,80.89,39.63,0,0,0,105.22
46,3.12,11.16,13.58,2,72,0,281.71
94,39.12,55.19,42.8,0,0,0,145.42
71,2.88,11.77,22.58,0,0,0,63.87
188,22.35,11.65,42.47,1,534,0,286.59
139,-0.39,44.56,12.75,1,7,0,173.43
10,17.84,73.51,41.45,1,360,1,233.4
3,15.45,12.05,0.19,1,22,0,189.73
19,17.69,51.26,21.03,0,0,1,58.67
130,7.82,67.81,23.72,1,479,0,311.04
221,33.54,31.25,2.92,0,0,0,130.07
130,4.89,55.02,29.34,1,433,1,212.47
113,33.57,80.76,18.41,0,0,0,135.65
138,10.32,75.65,9.08,0,0,1,53.23
43,22.61,62.27,0.08,1,186,0,264.9
218,-9.5,28.67,48.18,0,0,0,31.02
58,12.05,18.49,27.81,1,579,0,304.33
113,22.48,21.34,41.53,1,236,0,247.73
188,4.88,89.52,18.69,1,762,0,359.38
122,6.07,67.74,34.12,0,0,1,33.96
85,9.85,27.17,13.2,1,613,0,295.23
106,3.45,57.36,44.27,0,0,0,62.18
356,20.15,11.52,24.04,1,609,0,307.85
99,-7.54,76.26,24.23,0,0,0,66.98
9,31.56,73.88,39.75,1,893,0,422.49
6,38.0,62.61,37.94,2,917,0,530.7
108,-1.72,26.79,21.19,1,593,0,269.0
152,1.26,50.04,24.4,1,644,0,271.9
338,37.44,64.45,46.85,2,806,0,492.28
237,-1.79,39.76,10.8,0,0,0,70.98
27,-4.68,58.23,29.74,2,436,1,291.48
119,29.66,35.49,44.42,2,593,0,421.26
211,23.88,50.72,40.82,0,0,1,32.15
100,23.99,32.52,36.38,1,923,0,392.59
3,1.33,66.83,39.19,1,646,0,318.54
294,8.8,21.74,29.85,1,146,0,205.39
330,-2.03,38.34,9.52,2,721,0,423.75
329,-1.92,66.48,2.59,0,0,0,69.02
17,14.78,65.57,40.39,1,634,0,323.57
106,23.64,51.74,30.13,1,361,0,277.62
230,6.04,17.1,45.63,2,350,1,282.06
304,13.77,48.81,6.06,0,0,0,117.01
177,7.42,19.22,5.87,1,753,0,323.37
84,35.74,38.96,7.04,1,417,1,279.22
263,25.17,30.93,42.87,2,439,0,388.82
196,21.26,82.57,9.86,1,875,0,405.7
249,26.52,47.28,26.24,0,0,0,102.89
149,3.4,72.04,43.07,2,876,0,450.89
206,36.49,45.37,28.33,2,692,1,439.86
81,-0.03,34.37,35.97,1,276,0,214.35
189,-3.1,44.69,3.17,0,0,0,71.29
206,35.3,81.45,31.06,2,656,0,488.02
308,3.0,17.97,26.4,2,54,1,230.46
269,32.42,40.37,42.33,0,0,0,116.76
290,4.88,29.64,22.7,2,400,0,348.48
361,4.72,48.97,46.98,1,918,0,363.34
300,37.89,57.28,21.56,2,860,0,538.03
255,38.26,66.94,6.04,2,735,0,496.83
8,38.09,20.66,43.24,2,820,0,494.24
114,-3.14,57.28,21.54,0,0,1,15.74
5,18.58,71.98,13.69,0,0,0,118.11
342,-8.18,64.62,15.25,1,258,0,221.28
73,24.32,48.42,48.84,1,837,1,313.93
348,23.56,57.6,21.81,0,0,0,118.76
121,39.62,81.99,19.23,0,0,0,167.83
302,33.89,50.0,38.34,0,0,0,133.66
234,0.91,75.67,24.65,1,374,0,257.01
66,12.19,86.62,36.33,0,0,0,93.64
230,2.86,14.75,31.51,2,271,0,305.8
31,-7.61,78.96,47.32,2,486,0,379.52
307,9.12,18.78,42.86,2,850,0,433.7
297,-4.61,15.32,4.04,0,0,0,46.03
51,28.24,44.17,47.82,1,193,0,247.46
147,9.47,49.32,30.76,2,332,0,369.44
95,-8.44,16.85,16.14,0,0,0,50.49
329,3.53,86.81,43.42,1,28,0,190.66
38,6.64,14.39,38.17,1,913,0,351.05
198,12.66,65.86,8.57,1,990,0,408.54
241,24.06,37.88,6.77,0,0,0,110.07
173,29.39,20.33,42.58,0,0,0,94.78
256,39.29,74.77,35.38,0,0,1,113.47
41,32.71,74.19,15.02,1,137,0,280.94
129,12.88,82.55,17.91,1,852,0,390.57
54,-4.73,77.06,29.35,1,457,0,277.7
86,23.2,52.26,28.01,0,0,0,130.64
212,11.12,18.43,32.64,0,0,0,62.67
269,10.28,74.5,32.55,1,860,0,390.68
296,6.89,12.87,10.31,2,597,0,390.53
21,-1.56,66.03,32.62,1,535,1,239.26
215,-5.56,13.99,10.71,0,0,0,18.65
189,30.94,29.18,3.29,0,0,1,68.86
161,-0.75,47.76,33.04,2,451,0,359.91
201,24.99,57.07,48.56,1,974,0,411.23
29,26.34,82.4,5.62,2,112,0,366.96
244,5.37,89.03,43.4,0,0,1,32.83
183,17.81,69.69,15.24,0,0,0,114.56
32,25.57,89.99,40.49,0,0,1,79.21
267,-3.28,27.02,28.28,1,341,0,214.95
36,-1.53,46.57,42.63,0,0,0,68.27
93,25.88,73.74,6.79,2,355,0,380.22
159,3.99,10.56,15.88,1,513,0,271.47
180,-4.64,50.84,27.78,2,934,0,437.57
306,16.01,79.48,23.58,2,979,0,499.22
218,30.32,59.74,19.83,0,0,0,153.04
329,5.31,68.59,12.46,0,0,0,104.03
353,3.03,78.42,17.79,2,398,0,377.37
343,0.39,80.8,35.32,1,64,0,202.6
227,13.83,40.67,34.58,0,0,0,86.05
212,18.64,30.17,19.43,2,624,0,417.55
353,-3.27,41.01,28.58,1,249,0,204.21
163,30.07,34.51,8.16,1,396,0,302.96
158,16.5,49.9,37.82,2,617,0,430.5
110,18.14,41.7,33.04,0,0,0,110.76
55,-4.12,18.61,39.29,1,995,0,347.37
350,21.16,79.03,34.37,2,645,0,474.53
214,23.92,27.82,13.95,1,93,0,223.97
365,10.19,80.14,11.84,0,0,1,58.63
15,19.96,24.71,10.3,1,871,0,364.55
153,1.67,70.07,42.41,1,663,0,303.74
20,21.96,23.79,10.35,0,0,0,98.95
52,16.65,53.77,5.9,1,40,0,227.38
343,19.14,85.7,4.13,0,0,0,127.4
321,2.59,62.67,44.34,0,0,0,74.18
84,29.46,13.52,37.62,0,0,0,105.16
326,31.3,63.37,17.95,0,0,0,132.32
224,-4.76,18.65,30.38,0,0,0,29.48
129,33.38,15.17,48.57,2,436,0,390.32
350,28.79,49.63,16.15,1,655,1,306.57
16,17.66,79.81,47.79,2,832,0,477.98
274,-7.25,80.11,13.76,1,230,1,173.61
77,16.16,63.61,18.22,2,411,0,404.36
300,13.43,35.33,32.12,0,0,0,93.3
306,1.17,76.66,27.47,0,0,0,82.72
92,31.68,73.17,20.11,0,0,0,134.11
270,6.03,89.66,36.79,0,0,0,88.51
52,19.01,49.35,28.77,0,0,0,82.82
349,12.53,78.81,19.12,1,911,1,337.53
121,33.92,59.98,35.75,1,867,0,402.98
50,15.05,75.38,28.4,2,505,0,406.41
273,3.9,13.97,39.9,2,378,0,328.12
120,26.11,35.89,16.14,1,543,0,312.45
95,28.37,50.28,16.21,2,558,0,430.69
149,36.73,22.26,23.21,2,944,0,513.2
289,27.31,43.74,45.15,0,0,0,124.1
257,-7.52,30.28,29.24,2,344,1,245.45
184,31.45,23.73,37.2,2,122,0,346.32
260,14.12,46.1,27.49,1,602,1,273.81
150,-2.69,48.87,10.19,1,73,0,187.63
205,38.92,27.95,31.52,2,813,0,496.1
172,22.5,43.5,42.74,0,0,0,110.88
313,34.62,45.45,32.2,1,625,0,352.79
222,-1.12,66.17,9.64,1,41,0,174.54
168,28.82,83.48,32.52,1,504,0,338.12
244,19.83,46.26,14.58,2,375,0,389.83
218,9.32,89.45,28.56,1,924,0,378.74
56,0.68,21.34,26.66,0,0,0,54.45
63,7.04,69.1,18.16,0,0,0,90.54
103,16.7,30.55,25.96,2,628,0,416.75
167,26.65,14.63,0.99,2,775,0,458.94
7,11.8,13.41,47.64,2,60,0,288.8
142,9.63,13.07,39.92,1,810,1,280.04
125,-9.57,59.6,5.64,0,0,0,59.85
90,37.47,46.3,14.68,2,298,0,394.37
311,28.54,76.49,33.83,1,626,0,358.74
216,39.79,86.09,29.94,2,668,0,487.31
123,36.02,22.14,15.49,0,0,1,71.35
186,33.15,67.69,7.74,2,534,0,443.57
153,-7.1,56.83,45.77,2,515,0,359.94
249,20.78,83.03,5.59,0,0,0,131.63
114,1.27,29.41,10.66,0,0,0,77.8
96,34.08,17.8,30.21,0,0,0,110.24
198,30.99,41.33,22.22,1,573,1,293.69
336,-1.48,23.78,15.98,0,0,0,71.59
3,29.32,81.93,44.2,1,636,1,331.46
149,39.35,56.26,14.49,2,358,0,421.28
111,7.88,67.6,37.37,1,287,0,235.11
20,8.26,24.81,6.53,0,0,0,76.81
203,-8.74,72.4,23.56,0,0,0,67.16
182,26.35,54.24,23.29,1,183,0,252.74
331,31.34,86.16,27.9,0,0,0,145.34
227,-7.67,51.02,39.0,2,17,0,255.78
292,37.26,10.79,0.54,0,0,0,134.78
358,-6.33,11.88,44.62,1,127,0,168.78
76,18.44,28.08,44.43,0,0,0,104.05
317,36.37,72.0,10.1,0,0,0,148.92
316,36.42,25.73,11.89,1,214,0,276.62
223,-3.34,36.26,42.78,0,0,1,10.0
36,38.57,42.5,35.85,0,0,0,141.54
324,3.52,18.95,29.34,1,701,0,288.63
300,7.08,72.81,35.76,0,0,0,90.81
333,23.76,53.23,21.48,2,776,1,408.48
90,-4.4,30.11,4.77,1,472,0,238.13
29,16.71,47.44,27.08,1,901,0,377.24
176,30.8,66.46,11.5,1,526,0,350.51
220,14.81,66.34,31.41,0,0,0,85.27
136,-6.95,28.89,9.51,0,0,0,42.83
352,30.25,44.43,9.4,1,185,0,268.43
175,2.01,12.3,4.63,0,0,0,78.33
126,30.28,43.89,20.78,0,0,1,76.46
171,36.91,14.52,44.3,2,993,0,516.44
266,27.74,11.76,43.58,2,281,1,290.02
134,-8.34,57.25,8.0,1,503,0,254.15
272,22.98,53.64,38.36,1,800,0,391.98
26,3.61,80.68,44.49,1,140,1,157.65
277,-0.05,71.17,4.86,1,812,0,342.41
100,28.04,71.23,27.41,2,141,0,352.08
362,4.48,81.23,29.12,0,0,0,99.01
30,-2.82,22.41,13.69,0,0,0,40.23
133,-1.45,10.92,15.68,0,0,0,50.53
351,23.86,39.74,17.68,2,114,0,329.11
139,12.87,31.92,15.61,0,0,0,80.31
191,0.43,18.14,22.01,0,0,0,51.92
187,-6.02,26.67,37.75,0,0,0,20.58
140,36.86,17.35,34.4,2,39,0,325.5
320,39.88,69.4,5.05,0,0,0,167.57
237,9.71,51.96,0.45,1,503,0,299.67
297,2.43,28.71,30.34,0,0,0,54.57
200,-7.91,80.23,37.44,0,0,0,52.95
284,5.36,87.94,43.64,0,0,0,97.21
80,19.14,43.52,28.94,1,492,0,301.39
259,16.22,69.17,43.43,0,0,0,106.89
101,10.56,69.2,28.68,1,922,1,330.27
32,8.1,54.97,22.73,2,561,0,417.73
277,38.91,47.0,40.68,1,288,0,301.52
121,15.01,61.54,5.46,1,236,0,239.82
55,-9.56,23.52,4.53,0,0,0,40.18
18,24.96,68.09,39.82,1,647,0,343.48
309,19.16,18.86,9.46,2,591,1,352.55
121,-2.09,58.45,49.5,0,0,0,50.84
110,25.42,12.15,29.98,0,0,0,88.97
331,-9.01,81.27,29.83,1,227,0,209.43
61,26.27,67.96,6.35,1,454,0,325.76
264,-2.53,47.6,40.64,0,0,0,48.4
268,39.23,58.64,42.87,0,0,0,141.17
297,15.57,61.1,31.49,0,0,1,57.32
127,-9.47,82.79,31.76,0,0,0,55.61
137,31.9,49.51,24.31,0,0,0,125.11
78,31.24,57.21,31.26,0,0,0,133.3
207,28.17,76.41,44.62,1,935,0,422.13
184,16.9,45.72,48.2,0,0,0,90.87
89,0.92,30.59,27.74,1,290,0,210.1
320,22.0,34.96,14.84,1,18,1,172.12
229,32.4,23.35,40.02,1,429,0,303.36
64,14.65,69.72,40.75,2,241,0,337.23
326,-6.64,85.24,42.81,2,560,0,368.46
55,38.76,12.59,3.07,1,639,0,355.0
293,23.84,65.48,3.9,1,99,0,234.68
281,39.09,42.19,46.58,1,598,1,315.48
279,-0.65,39.05,48.83,2,617,0,379.55
188,0.17,55.35,3.69,2,179,0,330.88
191,-4.98,33.18,47.64,1,534,0,253.09
273,0.52,87.97,3.67,0,0,0,94.42
95,-4.58,70.25,5.83,0,0,0,85.14
90,3.65,47.02,45.39,1,640,0,299.36
247,19.02,54.75,22.2,2,378,0,387.81
75,30.99,18.82,40.77,1,971,0,412.09
62,-5.18,65.11,8.92,2,426,0,357.02
222,-2.12,58.24,12.76,0,0,0,65.46
267,4.49,86.18,15.41,1,2,0,180.32
121,7.17,54.96,19.02,0,0,0,80.54
312,34.46,11.38,33.41,2,510,0,433.21
309,1.34,67.37,19.89,1,135,0,205.17
341,-3.6,24.02,44.71,1,281,0,201.11
28,33.69,57.36,30.39,0,0,0,149.86
342,34.13,57.76,42.19,2,82,0,350.53
302,29.26,83.4,2.13,1,479,0,349.48
274,9.07,50.88,0.02,0,0,0,92.61
23,35.64,69.96,19.85,2,785,0,503.39
99,11.97,18.3,3.07,1,466,1,221.89
285,29.58,89.22,25.11,1,140,0,276.27
308,11.75,42.57,32.07,0,0,1,35.0
110,14.09,78.87,9.17,2,348,0,372.81
203,33.01,71.67,48.53,0,0,1,75.8
106,-9.95,30.48,2.47,2,668,0,362.57
46,3.7,77.47,29.85,0,0,0,101.69
257,22.19,32.14,47.09,1,252,0,247.82
144,36.1,83.86,26.57,2,529,0,450.73
25,-9.37,14.59,45.91,1,693,0,268.26
62,13.21,61.58,2.36,1,571,0,314.25
230,15.82,39.71,29.27,2,352,0,356.12
82,39.97,49.15,46.76,2,534,0,422.71
336,24.86,44.32,42.84,1,957,0,395.14
211,-3.68,73.47,6.94,0,0,0,66.29
197,17.77,88.72,49.82,1,134,0,242.27
347,-2.3,21.25,6.98,2,776,0,412.72
198,26.31,51.12,11.72,2,206,0,363.41
162,8.17,74.32,4.92,2,870,0,489.28
208,23.05,68.04,32.85,2,568,0,434.05
309,34.73,51.39,20.92,0,0,0,146.06
44,29.58,40.03,42.27,1,763,1,330.22
288,29.84,56.17,43.47,1,357,1,250.04
279,4.03,40.72,9.45,0,0,0,69.42
275,19.55,62.54,22.4,2,93,0,337.26
221,-0.62,77.84,31.28,1,650,0,305.25
285,1.05,59.9,41.62,1,951,0,369.42
146,25.39,20.01,4.66,1,432,0,291.45
69,10.34,56.73,35.65,1,927,1,332.54
140,34.43,46.74,23.91,2,475,0,442.44
10,14.36,84.62,24.17,2,824,0,468.8
111,-6.55,57.03,30.42,2,315,0,319.69
37,10.74,69.22,7.86,2,902,1,451.17
81,-3.3,59.37,20.77,0,0,0,74.46
96,39.72,89.78,44.49,2,667,0,488.46
55,-8.81,74.63,42.78,2,652,0,392.23
132,18.09,73.13,7.54,2,813,0,467.21
223,8.22,47.83,27.99,2,665,0,410.49
63,20.34,81.9,48.52,2,100,1,290.17
12,16.95,57.25,31.5,2,880,0,480.98
146,35.9,53.1,12.88,0,0,0,141.54
264,-0.88,57.61,3.4,0,0,0,76.78
32,-4.02,70.22,26.35,1,184,1,172.42
49,33.52,11.12,9.3,1,881,0,401.55
360,36.59,56.68,48.2,1,49,1,190.4
